Brand,Model,Condition,Location,Price,Description,RAM,ROM
Samsung,samsung-note-5,10, Multan,"58,000",[],0,0
Samsung,samsung-note-5,10, Layyah,"58,000","[5, 12, 256]",12,256
Samsung,samsung-note-5,10, Lahore,"33,500",[],0,0
Samsung,samsung-note-5,10, Mandi Bahauddin,"55,000",[],0,0
Samsung,samsung-note-5,10, Abbottabad,"80,000","[12, 512]",12,512
Samsung,samsung-note-5,10, Rawalpindi,"50,000",[256],0,0
Samsung,samsung-note-5,10, Sialkot,"45,000",[],0,0
Samsung,samsung-note-5,10, Lahore,"37,500",[],0,0
Samsung,samsung-note-5,10, Hyderabad,"60,000",[],0,0
Samsung,samsung-note-5,10, Mardan,"36,000",[],0,0
Samsung,samsung-note-5,10, Shakargarh,"10,500","[5, 12, 256]",12,256
Samsung,samsung-note-5,10, Karachi,"16,000","[4, 5, 32]",0,32
Samsung,samsung-note-5,10, Narowal,"62,000","[12, 256]",12,256
Samsung,samsung-note-5,10, Karachi,"44,000","[5, 12, 256]",12,256
Samsung,samsung-note-5,9, Lahore,"58,000","[12, 256]",12,256
Samsung,samsung-note-5,10, Karachi,"15,000","[4, 5, 32, 64]",32,64
Samsung,samsung-note-5,10, Multan,"135,000",[],0,0
Samsung,samsung-note-5,10, Lahore,"2,500",[],0,0
Samsung,samsung-note-5,10, Lahore,"26,500","[5, 12, 256]",12,256
Samsung,samsung-note-5,10, Kahror Pakka,"105,000","[5, 12, 256]",12,256
Samsung,samsung-note-5,10, Lahore,"185,000","[12, 256]",12,256
Samsung,samsung-note-5,10, Lahore,"68,999","[5, 12, 256]",12,256
Samsung,samsung-note-5,10, Karachi,"44,000","[12, 256]",12,256
Samsung,samsung-note-5,10, Sialkot,"75,999","[12, 256]",12,256
Samsung,samsung-note-5,9, Lahore,"47,000",[],0,0
Samsung,samsung-note-5,10, Lahore,"75,000",[],0,0
Samsung,samsung-note-5,10, Shakargarh,"62,000",[12],0,0
Samsung,samsung-note-5,9, Lahore,"57,999","[12, 256]",12,256
Samsung,samsung-note-5,10, Faisalabad,"45,000",[],0,0
Samsung,samsung-note-5,9, Lahore,"158,000",[],0,0
Samsung,samsung-note-5,10, Abbottabad,"40,000",[],0,0
Samsung,samsung-note-5,10, Punjab,"135,000",[],0,0
Samsung,samsung-note-5,10, Karachi,"68,999","[5, 12, 256]",12,256
Samsung,samsung-note-5,10, Rawalpindi,"4,800",[],0,0
Samsung,samsung-note-5,9, Sheikhüpura,"54,000",[],0,0
Samsung,samsung-note-5,10, Faisalabad,"49,500",[512],0,0
Samsung,samsung-note-5,10, Multan,"54,500","[5, 12, 512]",12,512
Samsung,samsung-note-5,10, Khairpur,"49,500",[512],0,0
Samsung,samsung-note-5,10, Lahore,"22,500","[4, 32]",4,32
Samsung,samsung-note-5,10, Sahiwal,"38,000","[12, 256]",12,256
Samsung,samsung-note-5,10, Rawalpindi,"75,000",[],0,0
Samsung,samsung-note-5,10, Lahore,"57,000",[],0,0
Samsung,samsung-note-5,9, Karachi,"14,000",[],0,0
Samsung,samsung-note-5,10, Khyber Pakhtunkhwa,"180,000",[256],0,0
Samsung,samsung-note-5,10, Gujar Khan,"49,500",[],0,0
Samsung,samsung-note-5,10, Lahore,"48,000","[5, 265]",0,265
Samsung,samsung-note-5,10, Wah,"54,500","[5, 12, 512]",12,512
Samsung,samsung-note-5,10, Gujranwala,"49,500",[512],0,0
Samsung,samsung-note-5,10, Gujranwala,"12,500","[4, 5, 32]",0,32
Samsung,samsung-note-5,9, Lahore,"58,000",[],0,0
Samsung,samsung-note-5,9, Lahore,"57,999","[12, 256]",12,256
Samsung,samsung-note-5,10, Karachi,"16,500","[4, 5, 32]",0,32
Samsung,samsung-note-5,10, Lahore,"45,500",[512],0,0
Samsung,samsung-note-5,10, Lahore,"49,500","[5, 512]",0,512
Samsung,samsung-note-5,9, Gujrat,"120,000","[5, 256]",0,256
Samsung,samsung-note-5,10, Lahore,"62,500","[12, 256]",12,256
Samsung,samsung-note-5,10, Khanpur,"49,500",[512],0,0
Samsung,samsung-note-5,10, Chiniot,"60,000",[],0,0
Samsung,samsung-note-5,10, Lahore,"57,999","[12, 256]",12,256
Samsung,samsung-note-5,10, Peshawar,"12,500",[],0,0
Samsung,samsung-note-5,9, Wah,"200,000","[5, 12, 256]",12,256
Samsung,samsung-note-5,10, Layyah,"53,000",[],0,0
Samsung,samsung-note-5,9, Lahore,"135,000","[12, 512]",12,512
Samsung,samsung-note-5,10, Burewala,"13,000",[],0,0
Samsung,samsung-note-5,10, Lahore,"57,999","[12, 256]",12,256
Samsung,samsung-note-5,10, Chiniot,"59,500",[],0,0
Samsung,samsung-note-5,10, Kasur,"75,000",[],0,0
Samsung,samsung-note-5,9, Lahore,"57,999","[12, 256]",12,256
Samsung,samsung-note-5,9, Karachi,"15,000",[],0,0
Samsung,samsung-note-5,9, Punjab,"125,000",[],0,0
Samsung,samsung-note-5,10, Rawalpindi,"15,500","[4, 64]",4,64
Samsung,samsung-note-5,10, Swabi,"49,500","[12, 256]",12,256
Samsung,samsung-note-5,10, Fateh Jang,"54,500","[5, 12, 512]",12,512
Samsung,samsung-note-5,9, Karachi,"12,000",[],0,0
Samsung,samsung-note-5,10, Karachi,"72,000",[],0,0
Samsung,samsung-note-5,10, Gujranwala,"59,000","[5, 12, 256]",12,256
Samsung,samsung-note-5,10, Gujranwala,"17,500",[],0,0
Samsung,samsung-note-5,9, Lahore,"57,999","[12, 256]",12,256
Samsung,samsung-note-5,10, Lahore,"57,999","[10, 12, 256]",12,256
Samsung,samsung-note-5,10, Lahore,"45,500",[512],0,0
Samsung,samsung-note-5,10, Charsadda,"13,000",[],0,0
Samsung,samsung-note-5,10, Sujawal,"54,500","[5, 12, 512]",12,512
Samsung,samsung-note-5,10, Punjab,"45,500",[512],0,0
Samsung,samsung-note-5,9, Rawalpindi,"61,000","[4, 5, 12, 256]",12,256
Samsung,samsung-note-5,9, Karachi,"15,000","[4, 64]",4,64
Samsung,samsung-note-5,10, Rawalpindi,"17,500","[4, 32]",4,32
Samsung,samsung-note-3,10, Lahore,"115,000","[12, 256]",12,256
Samsung,samsung-note-3,9, Sahiwal,"7,000",[],0,0
Samsung,samsung-note-3,10, Hazro,"12,000",[],0,0
Samsung,samsung-note-3,10, Peshawar,"47,000",[],0,0
Samsung,samsung-note-3,10, Sindh,"9,500",[],0,0
Samsung,samsung-note-3,10, Faisalabad,"6,500",[],0,0
Samsung,samsung-note-3,10, Rawalpindi,"5,000",[],0,0
Samsung,samsung-note-3,10, Karachi,"29,999BrandSamsung","[3, 32]",0,32
Samsung,samsung-note-3,10, Sahiwal,"7,000",[],0,0
Samsung,samsung-note-3,10, Peshawar,"49,000","[12, 256]",12,256
Samsung,samsung-note-3,10, Rawalpindi,"9,500",[],0,0
Samsung,samsung-note-3,10, Kamalia,"10,000",[],0,0
Samsung,samsung-note-3,10, Lahore,"124,500",[],0,0
Samsung,samsung-note-3,10, Sindh,"7,500",[],0,0
Samsung,samsung-note-3,10, Lahore,"98,000","[8, 256]",8,256
Samsung,samsung-note-3,10, Dera Ghazi Khan,"6,800",[],0,0
Samsung,samsung-note-3,10, Lahore,"11,500",[],0,0
Samsung,samsung-note-3,10, Gujranwala,"8,000",[],0,0
Samsung,samsung-note-3,9, Lahore,"78,000",[],0,0
Samsung,samsung-note-3,9, Lahore,"78,000","[12, 256]",12,256
Samsung,samsung-note-3,10, Karachi,"28,000",[],0,0
Samsung,samsung-note-3,10, Gujranwala,"8,000",[],0,0
Samsung,samsung-note-3,10, Lahore,"32,000","[6, 8, 12, 256]",12,256
Samsung,samsung-note-3,10, Quetta,"9,000",[],0,0
Samsung,samsung-note-3,10, Bahawalnaga,"7,500",[],0,0
Samsung,samsung-note-3,10, Lahore,"55,000",[],0,0
Samsung,samsung-note-3,9, Karachi,"22,999BrandSamsung","[1, 3, 10, 32]",10,32
Samsung,samsung-note-3,9, Lahore,"135,000","[12, 256]",12,256
Samsung,samsung-note-3,9, Lahore,"78,000",[],0,0
Samsung,samsung-note-3,10, Burewala,"15,000",[],0,0
Samsung,samsung-note-3,9, Lahore,"180,000","[12, 256, 986]",256,986
Samsung,samsung-note-3,9, Mirpur,"3,500",[],0,0
Samsung,samsung-note-3,9, Lahore,"58,000",[],0,0
Samsung,samsung-note-3,10, Rawalpindi,"30,000BrandSamsung","[3, 32]",0,32
Samsung,samsung-note-3,10, Rawalpindi,"4,300",[],0,0
Samsung,samsung-note-3,10, Bahawalpur,"8,000",[],0,0
Samsung,samsung-note-7,10, Karachi,"89,999",[256],0,0
Samsung,samsung-note-7,10, Karachi,"15,000","[4, 5, 32, 64]",32,64
Samsung,samsung-note-7,10, Karachi,"29,000",[],0,0
Samsung,samsung-note-7,10, Lahore,"20,500",[128],0,0
Samsung,samsung-note-7,9, Islamabad,"44,500",[128],0,0
Samsung,samsung-note-7,10, Lahore,"21,500",[128],0,0
Samsung,samsung-note-7,10, Sheikhüpura,"45,500","[12, 256]",12,256
Samsung,samsung-note-7,10, Lahore,"21,000",[128],0,0
Samsung,samsung-note-7,10, Lahore,"20,500",[128],0,0
Samsung,samsung-note-4,10, Faisalabad,"5,500","[4, 32]",4,32
Samsung,samsung-note-4,10, Faisalabad,"6,500",[],0,0
Samsung,samsung-note-4,10, Karachi,"16,000","[4, 5, 32]",0,32
Samsung,samsung-note-4,10, Rawalpindi,"5,000",[],0,0
Samsung,samsung-note-4,10, Karachi,"15,000","[4, 5, 32, 64]",32,64
Samsung,samsung-note-4,10, Lahore,"2,500",[],0,0
Samsung,samsung-note-4,10, Rawalpindi,"9,500",[],0,0
Samsung,samsung-note-4,10, Lahore,"10,000",[],0,0
Samsung,samsung-note-4,10, Sindh,"7,500",[],0,0
Samsung,samsung-note-4,10, Lahore,"22,500","[4, 32]",4,32
Samsung,samsung-note-4,10, Rawalpindi,"75,000",[],0,0
Samsung,samsung-note-4,9, Karachi,"14,000",[],0,0
Samsung,samsung-note-4,10, Gujranwala,"12,500","[4, 5, 32]",0,32
Samsung,samsung-note-4,10, Karachi,"16,500","[4, 5, 32]",0,32
Samsung,samsung-note-4,10, Karachi,"6,000",[],0,0
Samsung,samsung-note-4,10, Karachi,"8,000","[4, 32]",4,32
Samsung,samsung-note-4,10, Islamabad,"30,000",[64],0,0
Samsung,samsung-note-4,10, Peshawar,"12,500",[],0,0
Samsung,samsung-note-4,10, Sahiwal,"29,000","[4, 128]",4,128
Samsung,samsung-note-4,10, Punjab,"28,500",[],0,0
Samsung,samsung-note-4,10, Peshawar,"25,000BrandSamsung",[64],0,0
Samsung,samsung-note-4,10, Burewala,"13,000",[],0,0
Samsung,samsung-note-4,10, Lahore,"22,500",[],0,0
Samsung,samsung-note-4,9, Karachi,"15,000",[],0,0
Samsung,samsung-note-4,9, Karachi,"12,000",[],0,0
Samsung,samsung-note-4,10, Gujranwala,"17,500",[],0,0
Samsung,samsung-note-4,10, Charsadda,"13,000",[],0,0
Samsung,samsung-note-4,9, Karachi,"15,000","[4, 64]",4,64
Samsung,samsung-note-4,10, Quetta,"9,000",[],0,0
Samsung,samsung-note-4,10, Rawalpindi,"17,500","[4, 32]",4,32
Samsung,samsung-note-4,10, Bahawalnaga,"7,500",[],0,0
Samsung,samsung-note-4,10, Balochistan,"35,000",[],0,0
Samsung,samsung-note-4,10, Islamabad,"28,000","[4, 8, 64]",8,64
Samsung,samsung-note-4,10, Karachi,"15,000","[4, 64]",4,64
Samsung,samsung-note-4,10, Gujranwala,"16,000",[],0,0
Samsung,samsung-note-4,9, Lahore,"180,000",[],0,0
Samsung,samsung-note-4,10, Peshawar,"30,000",[],0,0
Samsung,samsung-note-4,10, Chakwal,"30,000",[],0,0
Samsung,samsung-note-4,10, Islamabad,"45,000",[128],0,0
Samsung,samsung-note-4,10, Lahore,"10,000",[],0,0
Samsung,samsung-note-4,10, Lahore,"7,000",[],0,0
Samsung,samsung-note-4,10, Burewala,"15,000",[],0,0
Samsung,samsung-note-4,9, Mirpur,"3,500",[],0,0
Samsung,samsung-note-4,10, Rawalpindi,"4,300",[],0,0
Samsung,samsung-note-4,10, Karachi,"13,000",[],0,0
Samsung,samsung-note-4,9, Karachi,"22,000",[],0,0
Samsung,samsung-s-9,10, Lahore,"42,500","[8, 128]",8,128
Samsung,samsung-s-9,10, Kamoke,"15,000",[],0,0
Samsung,samsung-s-9,10, Rawalpindi,"38,000","[8, 128]",8,128
Samsung,samsung-s-9,10, Bahawalpur,"25,000",[],0,0
Samsung,samsung-s-9,9, Karachi,"29,000",[],0,0
Samsung,samsung-s-9,10, Peshawar,"23,000",[],0,0
Samsung,samsung-s-9,10, Lahore,"26,000",[128],0,0
Samsung,samsung-s-9,10, Islamabad,"23,500",[],0,0
Samsung,samsung-s-9,10, Gujranwala,"26,999","[4, 64]",4,64
Samsung,samsung-s-9,10, Malakand,"40,000","[4, 9, 128]",0,128
Samsung,samsung-s-9,10, Karachi,"35,000","[6, 256]",6,256
Samsung,samsung-s-9,10, Lahore,"28,000","[6, 9, 64]",0,64
Samsung,samsung-s-9,10, Lahore,"32,499",[],0,0
Samsung,samsung-s-9,10, Islamabad,"38,000",[],0,0
Samsung,samsung-s-9,10, Karachi,"27,500",[],0,0
Samsung,samsung-s-9,9, Karachi,"16,000",[],0,0
Samsung,samsung-s-9,10, Sialkot,"14,000",[],0,0
Samsung,samsung-s-9,10, Lahore,"28,500",[],0,0
Samsung,samsung-s-9,10, Arifwala,"19,000","[4, 6, 32]",6,32
Samsung,samsung-s-9,10, Rawalpindi,"115,000BrandSamsung",[],0,0
Samsung,samsung-s-9,10, Lahore,"36,499",[],0,0
Samsung,samsung-s-9,9, Lahore,"38,000BrandSamsung",[400],0,0
Samsung,samsung-s-9,9, Sialkot,"29,000",[],0,0
Samsung,samsung-s-9,9, Punjab,"26,500",[256],0,0
Samsung,samsung-s-9,10,Pakistan,"38,000",[],0,0
Samsung,samsung-s-9,10, Karachi,"27,500",[],0,0
Samsung,samsung-s-9,9, Lahore,"32,000","[9, 10, 64]",10,64
Samsung,samsung-s-9,10, Gujranwala,"34,500","[6, 64]",6,64
Samsung,samsung-s-9,9, Lahore,"33,000","[9, 10, 64]",10,64
Samsung,samsung-s-9,10, Karachi,"40,000","[6, 256]",6,256
Samsung,samsung-s-9,9, Karachi,"21,000",[],0,0
Samsung,samsung-s-9,10, Karachi,"42,000",[],0,0
Samsung,samsung-s-9,9, Karachi,"29,000",[],0,0
Samsung,samsung-s-9,10, Islamabad,"23,000","[4, 128]",4,128
Samsung,samsung-s-9,9, Karachi,"15,000",[],0,0
Samsung,samsung-s-9,10, Mardan,"21,000",[],0,0
Samsung,samsung-s-9,10, Lahore,"33,000",[],0,0
Samsung,samsung-s-9,10, Chakwal,"42,000",[],0,0
Samsung,samsung-s-9,10, Depalpur,"29,500","[4, 9, 64]",0,64
Samsung,samsung-s-9,9, Karachi,"24,000",[],0,0
Samsung,samsung-s-9,10, Karachi,"35,500",[],0,0
Samsung,samsung-s-9,10, Lahore,"17,000",[],0,0
Samsung,samsung-s-9,10, Multan,"12,000",[],0,0
Samsung,samsung-s-9,10, Faisalaba,"8,000","[6, 64]",6,64
Samsung,samsung-s-9,10, Depalpur,"25,000",[],0,0
Samsung,samsung-s-9,10, Depalpur,"29,500","[4, 9, 64]",0,64
Samsung,samsung-s-9,10, Islamabad,"33,000","[6, 64]",6,64
Samsung,samsung-s-9,10, Lahore,"30,000",[],0,0
Samsung,samsung-s-9,10, Hujra Shah Muqeem,"40,000","[6, 64]",6,64
Samsung,samsung-s-9,10, Karachi,"16,000","[4, 9, 64]",0,64
Samsung,samsung-s-9,10, Faisalabad,"38,000",[256],0,0
Samsung,samsung-s-9,9, Karachi,"17,000",[],0,0
Samsung,samsung-s-9,10, Karachi,"16,000",[],0,0
Samsung,samsung-s-9,10, Lahore,"35,000",[],0,0
Samsung,samsung-s-9,10, Mandi Bahauddin,"26,000",[],0,0
Samsung,samsung-s-9,10, Sahiwal,"36,000",[],0,0
Samsung,samsung-s-9,10, Lahore,"52,999","[6, 64]",6,64
Samsung,samsung-s-9,10, Sheikhüpura,"24,000","[6, 64]",6,64
Samsung,samsung-s-9,9, Karachi,"30,000",[],0,0
Samsung,samsung-s-9,9, Punjab,"21,500",[],0,0
Samsung,samsung-s-9,10, Lahore,"43,999","[4, 6, 64, 128, 256]",128,256
Samsung,samsung-s-9,10, Islamabad,"33,500",[],0,0
Samsung,samsung-s-9,10, Karachi,"125,000",[],0,0
Samsung,samsung-s-9,10, Gujranwala,"33,500","[6, 128]",6,128
Samsung,samsung-s-9,10, Faisalabad,"38,000","[6, 128]",6,128
Samsung,samsung-s-9,10, Karachi,"39,500","[6, 128]",6,128
Samsung,samsung-s-9,9, Hyderabad,"45,000","[6, 64]",6,64
Samsung,samsung-s-9,10, Gujrat,"25,000",[128],0,0
Samsung,samsung-s-9,9, Lahore,"38,000",[64],0,0
Samsung,samsung-s-9,10, Gujranwala,"35,000",[256],0,0
Samsung,samsung-s-9,10, Punjab,"25,000",[],0,0
Samsung,samsung-s-9,10, Lahore,"39,000","[6, 128]",6,128
Samsung,samsung-s-9,10, Punjab,"38,000","[6, 256]",6,256
Samsung,samsung-s-9,10, Rawalpindi,"6,000",[64],0,0
Samsung,samsung-s-9,10, Rawalpindi,"6,500",[],0,0
Samsung,samsung-s-9,10, Karachi,"18,000",[],0,0
Samsung,samsung-s-9,10, Peshawar,"30,000",[],0,0
Samsung,samsung-s-9,10, Islamabad,"34,000","[6, 256]",6,256
Samsung,samsung-s-9,10, Islamabad,"17,000",[32],0,0
Samsung,samsung-s-9,10, Sheikhüpura,"45,000",[],0,0
Samsung,samsung-s-9,10, Islamabad,"32,000",[],0,0
Samsung,samsung-s-9,10, Quetta,"35,000","[6, 64]",6,64
Samsung,samsung-s-9,10, Karachi,"13,000",[],0,0
Samsung,samsung-s-9,10, Islamabad,"15,000",[16],0,0
Samsung,samsung-s-9,10, Vehari,"17,000",[],0,0
Samsung,samsung-s-9,9, Islamabad,"30,500",[],0,0
Samsung,samsung-s-9,10, Lahore,"25,000",[],0,0
Samsung,samsung-s-9,10, Lahore,"33,500",[],0,0
Samsung,samsung-s-9,10, Sheikhüpura,"29,000",[],0,0
Samsung,samsung-s-9,10, Lahore,"20,500",[128],0,0
Samsung,samsung-s-9,10, Burewala,"45,000",[],0,0
Samsung,samsung-s-9,10, Lahore,"56,000","[6, 128]",6,128
Samsung,samsung-s-9,10, Karachi,"29,999BrandSamsung","[3, 32]",0,32
Samsung,samsung-s-9,10, Lahore,"21,500",[128],0,0
Samsung,samsung-s-9,9, Karachi,"17,500",[64],0,0
Samsung,samsung-s-9,10, Islamabad,"18,000",[],0,0
Samsung,samsung-s-9,9, Karachi,"395,000","[5, 12, 22, 512]",22,512
Samsung,samsung-s-9,10, Islamabad,"35,000",[],0,0
Samsung,samsung-s-9,10, Lahore,"30,000","[9, 64]",0,64
Samsung,samsung-s-9,10, Wazirabad,"29,500","[6, 64]",6,64
Samsung,samsung-s-8,9, Lahore,"11,000","[8, 22, 128]",22,128
Samsung,samsung-s-8,9, Islamabad,"199,999BrandSamsung","[8, 128]",8,128
Samsung,samsung-s-8,9, Karachi,"26,500",[],0,0
Samsung,samsung-s-8,10, Faisalabad,"58,999","[5, 8, 256]",8,256
Samsung,samsung-s-8,9, Lahore,"210,000",[],0,0
Samsung,samsung-s-8,10, Punjab,"31,600",[],0,0
Samsung,samsung-s-8,10, Lahore,"43,500","[8, 10]",8,10
Samsung,samsung-s-8,9, Karachi,"31,600",[],0,0
Samsung,samsung-s-8,10, Karachi,"28,000",[],0,0
Samsung,samsung-s-8,9, Karachi,"100,000",[],0,0
Samsung,samsung-s-8,10, Lahore,"86,000",[],0,0
Samsung,samsung-s-8,9, Sargodha,"110,000",[],0,0
Samsung,samsung-s-8,10, Islamabad,"16,000",[],0,0
Samsung,samsung-s-8,10, Lahore,"115,000",[],0,0
Samsung,samsung-s-8,10, Lahore,"60,000","[8, 256]",8,256
Samsung,samsung-s-8,10, Karachi,"49,999","[8, 512]",8,512
Samsung,samsung-s-8,10, Lahore,"59,999",[],0,0
Samsung,samsung-s-8,10, Sialkot,"18,500",[64],0,0
Samsung,samsung-s-8,10, Lahore,"42,500","[8, 128]",8,128
Samsung,samsung-s-8,9, Swabi,"55,000BrandSamsung","[8, 256]",8,256
Samsung,samsung-s-8,10, Hyderabad,"18,000","[6, 128]",6,128
Samsung,samsung-s-8,10, Faisalabad,"47,000","[8, 128]",8,128
Samsung,samsung-s-8,10, Faisalabad,"38,500","[8, 128]",8,128
Samsung,samsung-s-8,9, Peshawar,"140,000",[],0,0
Samsung,samsung-s-8,10, Lahore,"36,500","[8, 10, 128]",10,128
Samsung,samsung-s-8,9, Peshawar,"130,000",[],0,0
Samsung,samsung-s-8,9, Peshawar,"26,000","[4, 64]",4,64
Samsung,samsung-s-8,10, Multan,"57,000","[8, 256]",8,256
Samsung,samsung-s-8,10, Khanewal,"48,000","[8, 512]",8,512
Samsung,samsung-s-8,10, Attock,"18,500","[8, 128]",8,128
Samsung,samsung-s-8,10, Multan,"38,000",[],0,0
Samsung,samsung-s-8,10, Lahore,"34,500",[],0,0
Samsung,samsung-s-8,10, Rawalpindi,"38,000","[8, 128]",8,128
Samsung,samsung-s-8,10, Taxila,"44,500","[8, 128]",8,128
Samsung,samsung-s-8,10, Rawalpindi,"155,000",[],0,0
Samsung,samsung-s-8,9, Karak,"84,500",[],0,0
Samsung,samsung-s-8,10, Punjab,"6,666",[],0,0
Samsung,samsung-s-8,10, Karachi,"149,500","[8, 256]",8,256
Samsung,samsung-s-8,9, Lahore,"154,999","[4, 5, 6, 8, 256]",8,256
Samsung,samsung-s-8,10, Karachi,"9,999","[3, 10, 32]",10,32
Samsung,samsung-s-8,10, Lahore,"76,000","[8, 21, 128]",0,128
Samsung,samsung-s-8,10, Sialkot,"77,000","[8, 21, 128]",0,128
Samsung,samsung-s-8,10, Karachi,"4,000",[],0,0
Samsung,samsung-s-8,10, Lahore,"47,000","[8, 128]",8,128
Samsung,samsung-s-8,10, Lahore,"56,500",[],0,0
Samsung,samsung-s-8,10, Lahore,"45,000",[],0,0
Samsung,samsung-s-8,10, Lahore,"30,000","[8, 128]",8,128
Samsung,samsung-s-8,10, Muzaffargarh,"44,500","[8, 128]",8,128
Samsung,samsung-s-8,10, Faisalabad,"45,000",[],0,0
Samsung,samsung-s-8,9, Lahore,"90,000","[8, 128]",8,128
Samsung,samsung-s-8,10, Lahore,"68,000","[8, 128]",8,128
Samsung,samsung-s-8,10, Faisalabad,"31,500",[],0,0
Samsung,samsung-s-8,9, Rawalpindi,"155,000",[256],0,0
Samsung,samsung-s-8,10, Lahore,"75,000",[],0,0
Samsung,samsung-s-8,10, Lahore,"9,499",[],0,0
Samsung,samsung-s-8,10, Mandi Bahauddin,"55,000",[],0,0
Samsung,samsung-s-8,10, Dina,"38,500","[8, 128]",8,128
Samsung,samsung-s-8,10, Karachi,"32,000",[],0,0
Samsung,samsung-s-8,10, Jhang,"135,000","[8, 256]",8,256
Samsung,samsung-s-8,10, Lahore,"24,500","[8, 10, 128]",10,128
Samsung,samsung-s-8,10, Faisalabad,"54,000","[8, 128]",8,128
Samsung,samsung-s-8,10, Bahawalpur,"27,000","[4, 64]",4,64
Samsung,samsung-s-8,10, Lahore,"49,999","[8, 128]",8,128
Samsung,samsung-s-8,10, Abbottabad,"16,500",[],0,0
Samsung,samsung-s-8,10, Lahore,"11,500","[2, 8, 10, 32]",10,32
Samsung,samsung-s-8,9, Multan,"92,999",[],0,0
Samsung,samsung-s-8,10, Chakwal,"15,000",[],0,0
Samsung,samsung-s-8,10, Rahimyar Khan,"140,000",[],0,0
Samsung,samsung-s-8,9, Lahore,"55,00",[],0,0
Samsung,samsung-s-8,9, Islamabad,"140,000","[5, 12, 512]",12,512
Samsung,samsung-s-8,10, Lahore,"28,500",[],0,0
Samsung,samsung-s-8,10, Lahore,"76,000","[8, 21, 128]",0,128
Samsung,samsung-s-8,10, Gujranwala,"37,000",[],0,0
Samsung,samsung-s-8,10, Karachi,"55,000","[8, 512]",8,512
Samsung,samsung-s-8,10, Rawalpindi,"44,500","[8, 128]",8,128
Samsung,samsung-s-8,10, Karachi,"46,000",[],0,0
Samsung,samsung-s-8,10, Karachi,"22,000",[],0,0
Samsung,samsung-s-8,10, Depalpur,"58,000",[],0,0
Samsung,samsung-s-8,10, Pakpattan,"58,000","[8, 256]",8,256
Samsung,samsung-s-8,10, Sukkur,"140,000",[],0,0
Samsung,samsung-s-8,10, Lahore,"50,000",[],0,0
Samsung,samsung-s-8,10, Lahore,"3,000","[1, 8]",0,8
Samsung,samsung-s-8,9, Rawalpindi,"110,000BrandSamsung","[8, 512]",8,512
Samsung,samsung-s-8,10, Rawalpindi,"115,000BrandSamsung",[],0,0
Samsung,samsung-s-8,10, Islamabad,"21,000",[],0,0
Samsung,samsung-s-8,9, Lahore,"60,000","[8, 128]",8,128
Samsung,samsung-s-8,10, Bahawalpur,"35,800","[8, 128]",8,128
Samsung,samsung-s-8,10, Wah,"22,500",[],0,0
Samsung,samsung-s-8,10, Karachi,"62,000",[],0,0
Samsung,samsung-s-8,10, Wah,"70,000",[],0,0
Samsung,samsung-s-8,9, Lahore,"110,000BrandSamsung","[8, 512]",8,512
Samsung,samsung-s-8,10, Sukkur,"190,000",[],0,0
Samsung,samsung-s-8,10, Lahore,"65,000","[8, 512]",8,512
Samsung,samsung-s-8,10, Karachi,"140,000","[8, 128]",8,128
Samsung,samsung-s-8,10, Lahore,"24,500","[8, 10, 128]",10,128
Samsung,samsung-s-8,10, Lahore,"25,000",[],0,0
Samsung,samsung-s-8,10, Lahore,"36,000",[],0,0
Samsung,samsung-s-8,10, Lahore,"50,000",[],0,0
Samsung,samsung-s-8,10, Lahore,"95,000BrandSamsung",[8],0,0
Samsung,samsung-s-8,10, Chakwal,"16,000",[],0,0
Infinix,infinix-hot-12,9, Islamabad,"25,500","[4, 7, 64]",0,64
Infinix,infinix-hot-12,10, Faisalabad,"37,500","[5, 6, 12, 128]",12,128
Infinix,infinix-hot-12,9, Hyderabad,"29,500","[5, 6, 128]",6,128
Infinix,infinix-hot-12,9, Karachi,"32,500","[6, 12, 128]",12,128
Infinix,infinix-hot-12,10, Karachi,"26,500",[],0,0
Infinix,infinix-hot-12,9, Punjab,"26,000",[],0,0
Infinix,infinix-hot-12,9, Lahore,"27,500","[4, 64]",4,64
Infinix,infinix-hot-12,10, Lahore,"20,000",[],0,0
Infinix,infinix-hot-12,9, Hafizabad,"35,000","[6, 12, 128]",12,128
Infinix,infinix-hot-12,9, Lahore,"33,000",[],0,0
Infinix,infinix-hot-12,9, Abbottabad,"33,000","[6, 12, 128]",12,128
Infinix,infinix-hot-12,10, Faisalabad,"28,000",[],0,0
Infinix,infinix-hot-12,9, Lahore,"34,000",[],0,0
Infinix,infinix-hot-12,10, Lahore,"27,000",[],0,0
Infinix,infinix-hot-12,9, Karachi,"30,500",[],0,0
Infinix,infinix-hot-12,9, Faisalabad,"35,999",[],0,0
Infinix,infinix-hot-12,9, Karachi,"30,500",[],0,0
Infinix,infinix-hot-12,10, Peshawar,"33,000",[],0,0
Infinix,infinix-hot-12,10, Faisalabad,"37,500","[5, 6, 12, 128]",12,128
Infinix,infinix-hot-12,9, Faisalabad,"32,000",[],0,0
Infinix,infinix-hot-12,9, Sarai Alamgir,"34,999",[],0,0
Infinix,infinix-hot-12,9, Sialkot,"36,000",[],0,0
Infinix,infinix-hot-12,10, Rawalpindi,"9,500",[],0,0
Infinix,infinix-hot-12,10, Gujranwala,"35,000",[],0,0
Infinix,infinix-hot-12,9, Karachi,"28,000","[3, 64]",0,64
